1;Deployment config {Arg_1} contains unsupported capability for a workload;La configuration du déploiement {Arg_1} contient une fonctionnalité de charge de travail non prise en charge.
2;Deployment config {Arg_1} contains unsupported capability for infrastructure container.;La configuration du déploiement {Arg_1} contient une fonctionnalité de conteneur d'infrastructure non prise en charge.
3;Deployment config {Arg_1} contains unsupported bind for a workload, {Arg_2};La configuration du déploiement {Arg_1} contient une liaison non prise en charge pour la charge de travail, {Arg_2}
4;Deployment config {Arg_1} contains unsupported bind for {Arg_2}, {Arg_3};La configuration du déploiement {Arg_1} contient une liaison non prise en charge pour {Arg_2}, {Arg_3}
5;Error Unmarshalling deployment string {Arg_1}, error: {Arg_2};Erreur lors de la désérialisation de la chaîne de déploiement {Arg_1}. Erreur : {Arg_2}
6;Error Unmarshalling deployment override string {Arg_1} for agreement {Arg_2}, error: {Arg_3};Erreur lors de la désérialisation de la chaîne de remplacement {Arg_1} pour l'accord {Arg_2}. Erreur : {Arg_3}
7;Error starting containers: {Arg_1};Erreur lors du démarrage des conteneurs : {Arg_1}
8;Error starting containers for agreement {Arg_1}: {Arg_2};Erreur lors du démarrage des conteneurs pour l'accord {Arg_1} : {Arg_2}
9;Error restarting containers for agreements {Arg_1}: {Arg_2};Erreur lors du redémarrage des conteneurs pour les accords {Arg_1} : {Arg_2}
10;Error cleaning up old containers before starting up new containers for {Arg_1}. Error: {Arg_2};Erreur lors du nettoyage des anciens conteneurs avant de démarrer les nouveaux conteneurs pour {Arg_1}. Erreur : {Arg_2}
11;Failed to get a list of parent containers for service retry for {Arg_1}. {Arg_2};Impossible d'obtenir la liste des conteneurs parents pour une nouvelle tentative de service pour {Arg_1}. {Arg_2}
12;Failed to restoring the network connection with the parents for service {Arg_1}. {Arg_2};Impossible de restaurer la connexion réseau avec les parents pour le service {Arg_1}. {Arg_2}
13;Version_Expression: Whitespace is not permitted in {Expr}.;Version_Expression : Les espaces blancs ne sont pas autorisés dans {Expr}.
14;Version_Expression: {Verstring} is not a valid version string.;Version_Expression : {Verstring} n'est pas une chaîne de version valide.
15;Version_Expression: {Verstring} does not begin with an inclusion or exclusion directive.;Version_Expression : {Verstring} ne commence pas par une directive d'inclusion ou d'exclusion.
16;Version_Expression: {Verstring} does not end with an inclusion or exclusion directive.;Version_Expression : {Verstring} ne se termine pas par une directive d'inclusion ou d'exclusion.
17;Version_Expression: Incorrect number of versions in expression: {Expr}.;Version_Expression : Nombre incorrect de versions dans l'expression : {Expr}.
18;Input version string {V1} or {V2} is not a valid single version string.;La chaîne de version d'entrée {V1} ou {V2} n'est pas une chaîne de version unique valide.
19;properties contains an invalid property: {Err};Les propriétés comportent une propriété non valide : {Err}
20;Property must include a name and a value: {Property};La propriété doit inclure un nom et une valeur : {Property}
21;Property {Name} has invalid property type {DeclaredType}. Allowed property types are: version, string, int, boolean, float, and list of string.;La propriété {Name} comporte un type de propriété non valide {DeclaredType}. Les types de propriétés autorisés sont : version, string, int, boolean, float et list of string.
22;Property value is of type {ActualType}, expected type {DeclaredType};La valeur de la propriété est de type {ActualType}, alors que le type attendu est {DeclaredType}
23;Value {Value} of property {Name} is not an integer type;La valeur {Value} de la propriété {Name} n'est pas un type entier.
24;Value {Value} of property {Name} is not a valid string. Please define type or change value to a string.;La valeur {Value} de la propriété {Name} n'est pas une chaîne valide. Veuillez définir le type ou modifier la valeur en chaîne.
25;Property {Name} with value {Value} is not a valid verion string;La propriété {Name} avec la valeur {Value} n'est pas une chaîne de version valide.
26;Property {Name} has invalid value type {ActualType};La propriété {Name} possède un type de valeur {ActualType} non valide.
27;Agreement {Arg_1} already exists, ignoring proposal: {Arg_2};L'accord {Arg_1} existe déjà, la proposition est ignorée : {Arg_2}
28;received error demarshalling TsAndCs for agrement {Arg_1}, {Arg_2};Une erreur s'est produite lors de la désérialisation de TsAndCs pour l'accord {Arg_1}, {Arg_2}
29;Node received Proposal message using agreement {Arg_1} for service {Arg_2}/{Arg_3} from the agbot {Arg_4}.;Le noeud a reçu un message de proposition à l'aide de l'accord {Arg_1} pour le service {Arg_2}/{Arg_3} à partir de l'agbot {Arg_4}.
30;Node rejected the proposal for service {Arg_1}/{Arg_2}.;Le noeud a rejeté la proposition pour le service {Arg_1}/{Arg_2}.
